customer_id,segment,acquisition_date,channel,country,status,company_name,account_tier
C003353,D2C,2023-02-17,Paid Ads,DE,Active,,
C003354,D2C,2022-05-14,Organic Social,US,Churned,,
C003355,D2C,2024-07-07,Organic Social,DE,Active,,
C003356,D2C,2024-03-07,Paid Ads,CA,Active,,
C003357,D2C,2022-11-17,Referral,DE,Active,,
C003358,D2C,2022-01-24,Paid Ads,CA,Active,,
C003359,D2C,2024-06-17,Paid Ads,CA,Active,,
C003360,D2C,2024-10-01,Paid Ads,US,Churned,,
C003361,D2C,2022-02-06,SEO,US,Active,,
C003362,D2C,2022-01-07,Organic Social,US,Active,,
C003363,D2C,2024-05-06,Sales,US,Active,,
C003364,D2C,2022-12-26,Referral,AU,Active,,
C003365,D2C,2023-06-21,Email,UK,Churned,,
C003366,D2C,2024-04-05,Paid Ads,CA,Active,,
C003367,D2C,2023-03-31,Organic Social,US,Active,,
C003368,D2C,2023-11-18,SEO,CA,Active,,
C003369,D2C,2024-07-25,Referral,CA,Active,,
C003370,D2C,2023-10-13,SEO,US,Churned,,
C003371,D2C,2022-07-30,Organic Social,US,Churned,,
C003372,D2C,2023-02-13,SEO,UK,Churned,,
C003373,D2C,2022-12-30,Paid Ads,US,At Risk,,
C003374,D2C,2022-09-01,Paid Ads,US,Churned,,
C003375,D2C,2022-10-19,Email,UK,Active,,
C003376,D2C,2022-04-20,Referral,AU,At Risk,,
C003377,D2C,2024-03-26,Email,US,Active,,
C003378,D2C,2022-10-13,Paid Ads,US,Churned,,
C003379,D2C,2024-01-06,Organic Social,US,Churned,,
C003380,D2C,2022-05-29,Paid Ads,US,Churned,,
C003381,D2C,2023-04-15,Organic Social,US,At Risk,,
C003382,D2C,2023-02-03,SEO,US,Churned,,
C003383,D2C,2024-01-24,Referral,US,Active,,
C003384,D2C,2023-09-21,SEO,US,Churned,,
C003385,D2C,2023-04-05,SEO,US,Churned,,
C003386,D2C,2022-07-01,Email,US,Churned,,
C003387,D2C,2022-03-02,Referral,UK,Active,,
C003388,D2C,2024-07-28,Organic Social,CA,Active,,
C003389,D2C,2024-06-01,Sales,US,Active,,
C003390,D2C,2022-05-24,Paid Ads,UK,Churned,,
C003391,D2C,2023-09-14,Organic Social,US,Active,,
C003392,D2C,2024-02-24,Email,US,Active,,
C003393,D2C,2023-01-08,Organic Social,US,Churned,,
C003394,D2C,2023-03-08,Sales,US,Churned,,
C003395,D2C,2024-03-20,Email,US,Churned,,
C003396,D2C,2022-09-19,Paid Ads,UK,Active,,
C003397,D2C,2023-10-07,Organic Social,CA,Churned,,
C003398,D2C,2023-03-01,SEO,US,Active,,
C003399,D2C,2023-01-20,Paid Ads,CA,Active,,
C003400,D2C,2022-09-04,Referral,US,Active,,
C003401,D2C,2022-08-02,Paid Ads,US,Churned,,
C003402,D2C,2023-09-22,Paid Ads,US,Active,,
C003403,D2C,2022-06-02,Paid Ads,US,Churned,,
C003404,D2C,2024-03-07,Paid Ads,DE,Churned,,
C003405,D2C,2022-08-21,SEO,US,Churned,,
C003406,D2C,2022-07-04,Paid Ads,CA,Active,,
C003407,D2C,2023-12-18,SEO,US,Active,,
C003408,D2C,2024-09-23,Paid Ads,US,Active,,
C003409,D2C,2022-08-01,Organic Social,AU,Active,,
C003410,D2C,2022-07-29,Organic Social,AU,Active,,
C003411,D2C,2023-03-24,Paid Ads,AU,At Risk,,
C003412,D2C,2022-11-08,Paid Ads,US,Churned,,
C003413,D2C,2022-12-15,Organic Social,US,Active,,
C003414,D2C,2023-06-11,Paid Ads,US,Churned,,
C003415,D2C,2022-11-02,Organic Social,CA,Active,,
C003416,D2C,2022-08-22,Referral,CA,Active,,
C003417,D2C,2022-09-29,Sales,US,Churned,,
C003418,D2C,2023-01-29,SEO,US,Active,,
C003419,D2C,2024-01-03,Organic Social,CA,Active,,
C003420,D2C,2024-11-07,Organic Social,UK,Active,,
C003421,D2C,2023-05-28,Paid Ads,US,At Risk,,
C003422,D2C,2023-09-20,Referral,UK,Active,,
C003423,D2C,2022-10-06,Organic Social,CA,Churned,,
C003424,D2C,2022-11-09,SEO,UK,Churned,,
C003425,D2C,2023-02-26,Organic Social,US,Active,,
C003426,D2C,2024-07-23,Organic Social,US,Active,,
C003427,D2C,2022-09-06,Referral,DE,Churned,,
C003428,D2C,2024-07-27,Organic Social,UK,Active,,
C003429,D2C,2022-03-05,SEO,US,Churned,,
C003430,D2C,2023-07-05,Email,UK,Active,,
C003431,D2C,2022-11-05,Organic Social,AU,Active,,
C003432,D2C,2022-08-31,Paid Ads,US,Active,,
C003433,D2C,2023-02-26,Email,US,Churned,,
C003434,D2C,2024-08-02,SEO,US,Active,,
C003435,D2C,2024-07-01,Email,CA,At Risk,,
C003436,D2C,2023-04-27,Organic Social,US,Churned,,
C003437,D2C,2024-05-10,Organic Social,US,Active,,
C003438,D2C,2024-05-15,Email,AU,Churned,,
C003439,D2C,2023-03-02,Organic Social,DE,Churned,,
C003440,D2C,2023-12-15,Paid Ads,CA,Active,,
C003441,D2C,2023-11-21,Referral,CA,Churned,,
C003442,D2C,2024-02-09,Organic Social,US,Active,,
C003443,D2C,,SEO,AU,Active,,
C003444,D2C,2024-05-11,Referral,UK,Active,,
C003445,D2C,2023-08-26,Paid Ads,US,Churned,,
C003446,D2C,2024-10-24,Referral,US,Active,,
C003447,D2C,2024-09-08,SEO,US,Active,,
C003448,D2C,2022-11-07,Referral,UK,Active,,
C003449,D2C,2024-10-31,Referral,DE,Active,,
C003450,D2C,2023-10-03,Paid Ads,CA,Active,,
C003451,D2C,2022-01-29,Paid Ads,UK,Active,,
C003452,D2C,2022-01-03,Email,US,Active,,
C003453,D2C,2024-08-28,Paid Ads,CA,Churned,,
C003454,D2C,2024-04-12,SEO,US,Churned,,
C003455,D2C,2023-05-17,Paid Ads,UK,Churned,,
C003456,D2C,2022-08-24,SEO,UK,Active,,
C003457,D2C,2024-09-07,Email,US,Active,,
C003458,D2C,,Email,US,At Risk,,
C003459,D2C,2024-04-04,Paid Ads,UK,Active,,
C003460,D2C,2022-02-15,Paid Ads,UK,Churned,,
C003461,D2C,2024-08-13,Paid Ads,US,At Risk,,
C003462,D2C,2024-10-03,Email,CA,Active,,
C003463,D2C,2022-12-14,Email,US,At Risk,,
C003464,D2C,2023-09-09,Email,UK,Active,,
C003465,D2C,2022-03-22,Organic Social,UK,Churned,,
C003466,D2C,2024-08-09,Paid Ads,US,Churned,,
C003467,D2C,2022-02-05,Paid Ads,UK,Active,,
C003468,D2C,2024-05-05,Organic Social,UK,At Risk,,
C003469,D2C,2022-08-21,Organic Social,UK,Churned,,
C003470,D2C,2023-07-10,Organic Social,US,Churned,,
C003471,D2C,2022-11-11,Email,US,Churned,,
C003472,D2C,2023-03-10,Paid Ads,AU,Active,,
C003473,D2C,2022-09-22,SEO,UK,Active,,
C003474,D2C,,Organic Social,CA,Active,,
C003475,D2C,2022-11-09,Paid Ads,CA,Active,,
C003476,D2C,2023-01-13,Organic Social,UK,Churned,,
C003477,D2C,2023-04-13,SEO,UK,Active,,
C003478,D2C,2024-05-30,SEO,UK,Active,,
C003479,D2C,2024-02-02,Organic Social,UK,Active,,
C003480,D2C,2023-03-14,SEO,US,At Risk,,
C003481,D2C,2023-05-09,Sales,US,Churned,,
C003482,D2C,2023-09-11,Organic Social,AU,Churned,,
C003483,D2C,2022-05-24,Paid Ads,UK,Active,,
C003484,D2C,2023-03-14,Paid Ads,US,Churned,,
C003485,D2C,2024-09-18,Paid Ads,AU,Active,,
C003486,D2C,2024-08-24,Email,US,At Risk,,
C003487,D2C,2024-10-09,Paid Ads,CA,Active,,
C003488,D2C,2023-03-02,Referral,US,Churned,,
C003489,D2C,2023-04-07,Paid Ads,UK,Active,,
C003490,D2C,2024-05-09,Referral,US,Churned,,
C003491,D2C,2022-07-21,Paid Ads,DE,Churned,,
C003492,D2C,2024-08-12,Paid Ads,DE,Active,,
C003493,D2C,2022-06-06,Referral,US,Churned,,
C003494,D2C,2023-12-05,SEO,CA,Churned,,
C003495,D2C,2022-05-06,Referral,US,Active,,
C003496,D2C,2023-08-02,Email,UK,Active,,
C003497,D2C,2023-02-13,Referral,AU,Active,,
C003498,D2C,2022-12-17,Email,US,At Risk,,
C003499,D2C,2022-09-04,Organic Social,US,Churned,,
C003500,D2C,2023-10-25,SEO,US,Active,,
C003501,D2C,2024-11-05,SEO,DE,Active,,
C003502,D2C,2023-01-29,SEO,US,Churned,,
C003503,D2C,2024-09-22,Organic Social,US,Active,,
C003504,D2C,2024-11-06,Referral,AU,Active,,
C003505,D2C,2024-06-22,Paid Ads,AU,Active,,
C003506,D2C,2022-06-23,Paid Ads,US,Active,,
C003507,D2C,2023-03-07,Organic Social,US,Active,,
C003508,D2C,2024-11-19,Paid Ads,US,Active,,
C003509,D2C,2024-10-24,Organic Social,UK,Active,,
C003510,D2C,2022-03-17,Organic Social,US,Active,,
C003511,D2C,2022-07-15,Sales,US,Active,,
C003512,D2C,2022-01-01,Organic Social,US,Active,,
C003513,D2C,2022-05-17,Sales,AU,Active,,
C003514,D2C,2023-05-16,Referral,UK,Active,,
C003515,D2C,2024-11-06,SEO,DE,Active,,
C003516,D2C,2024-10-19,Organic Social,US,Active,,
C003517,D2C,2024-10-30,,UK,Active,,
C003518,D2C,2023-01-04,Referral,CA,Churned,,
C003519,D2C,2022-10-05,Email,UK,Churned,,
C003520,D2C,2024-09-07,Organic Social,US,Active,,
C003521,D2C,2022-09-19,Paid Ads,US,Churned,,
C003522,D2C,2022-10-21,Referral,UK,Active,,
C003523,D2C,2022-07-09,Paid Ads,US,Churned,,
C003524,D2C,2024-03-27,Paid Ads,UK,Churned,,
C003525,D2C,2023-03-01,Email,UK,At Risk,,
C003526,D2C,2023-07-30,Organic Social,UK,Active,,
C003527,D2C,2023-02-11,Referral,US,Churned,,
C003528,D2C,2024-02-06,Paid Ads,US,Active,,
C003529,D2C,2024-06-23,Organic Social,US,Active,,
C003530,D2C,2022-02-15,Email,US,Churned,,
C003531,D2C,2022-02-13,Paid Ads,UK,Churned,,
C003532,D2C,2024-05-24,Sales,AU,Churned,,
C003533,D2C,2024-06-29,Organic Social,US,Active,,
C003534,D2C,2022-12-27,Paid Ads,US,Active,,
C003535,D2C,2023-09-25,Paid Ads,US,Churned,,
C003536,D2C,,Email,US,Active,,
C003537,D2C,2022-10-18,Paid Ads,CA,Churned,,
C003538,D2C,2023-07-20,Referral,AU,Churned,,
C003539,D2C,2024-03-09,Referral,CA,Active,,
C003540,D2C,2023-09-06,Referral,CA,Churned,,
C003541,D2C,2023-03-10,Referral,UK,Active,,
C003542,D2C,2024-11-04,Organic Social,CA,Active,,
C003543,D2C,2023-06-02,Organic Social,US,Churned,,
C003544,D2C,2022-12-18,Organic Social,US,Churned,,
C003545,D2C,2022-01-09,Referral,AU,Active,,
C003546,D2C,2022-10-11,Organic Social,US,Active,,
C003547,D2C,2023-09-23,Paid Ads,CA,At Risk,,
C003548,D2C,2022-05-24,Organic Social,UK,Churned,,
C003549,D2C,2023-01-30,Email,US,Churned,,
C003550,D2C,2022-07-18,Paid Ads,CA,Active,,
C003551,D2C,2024-10-25,Referral,US,Active,,
C003552,D2C,2024-05-13,Email,US,At Risk,,
C003553,D2C,2024-10-21,Paid Ads,US,Active,,
C003554,D2C,2022-01-18,Referral,UK,Churned,,
C003555,D2C,2022-08-13,SEO,CA,Churned,,
C003556,D2C,2024-07-11,Email,US,Active,,
C003557,D2C,2022-12-02,Paid Ads,DE,Churned,,
C003558,D2C,2024-06-13,Organic Social,US,Active,,
C003559,D2C,2022-06-14,SEO,US,Churned,,
C003560,D2C,2022-03-08,,US,Churned,,
C003561,D2C,2023-04-15,Email,US,Churned,,
C003562,D2C,2023-03-27,Organic Social,US,Active,,
C003563,D2C,2022-03-21,Organic Social,US,Active,,
C003564,D2C,2024-10-27,Organic Social,US,Active,,
C003565,D2C,2024-11-16,Paid Ads,CA,Active,,
C003566,D2C,2022-03-27,Organic Social,UK,Churned,,
C003567,D2C,2024-09-23,Organic Social,US,Churned,,
C003568,D2C,2023-08-13,Organic Social,UK,Active,,
C003569,D2C,2023-05-05,Paid Ads,UK,Churned,,
C003570,D2C,2022-09-16,Organic Social,US,Churned,,
C003571,D2C,2022-09-17,Email,UK,Active,,
C003572,D2C,2023-04-06,Paid Ads,CA,Active,,
C003573,D2C,2023-05-25,Paid Ads,UK,Churned,,
C003574,D2C,2022-02-12,SEO,US,Churned,,
C003575,D2C,2024-09-21,Organic Social,UK,Churned,,
C003576,D2C,2022-06-25,Paid Ads,AU,Churned,,
C003577,D2C,2024-07-11,Paid Ads,US,Churned,,
C003578,D2C,2022-09-25,Paid Ads,UK,At Risk,,
C003579,D2C,2023-07-04,Paid Ads,US,Active,,
C003580,D2C,2023-07-13,Paid Ads,UK,Churned,,
C003581,D2C,2022-03-31,Email,US,Churned,,
C003582,D2C,2023-04-16,Email,UK,Churned,,
C003583,D2C,2022-05-13,SEO,CA,Active,,
C003584,D2C,2022-06-14,Organic Social,UK,Churned,,
C003585,D2C,2023-06-09,Paid Ads,AU,Churned,,
C003586,D2C,2024-01-15,Organic Social,AU,Active,,
C003587,D2C,2024-05-04,Email,US,Active,,
C003588,D2C,2023-10-16,Organic Social,US,Active,,
C003589,D2C,2024-05-26,Referral,US,Churned,,
C003590,D2C,2022-10-15,SEO,US,Churned,,
C003591,D2C,2023-04-01,Organic Social,AU,Churned,,
C003592,D2C,2022-06-20,Paid Ads,US,Churned,,
C003593,D2C,2023-01-15,Referral,US,Churned,,
C003594,D2C,2023-03-14,Email,US,Active,,
C003595,D2C,2022-08-11,Paid Ads,UK,Churned,,
C003596,D2C,2024-03-07,Referral,CA,Churned,,
C003597,D2C,2023-09-30,Organic Social,UK,Churned,,
C003598,D2C,2022-11-30,Email,CA,Churned,,
C003599,D2C,2024-04-04,Paid Ads,US,Active,,
C003600,D2C,2024-08-08,Paid Ads,CA,Active,,
C003601,D2C,2023-07-22,Email,AU,Churned,,
C003602,D2C,2024-09-19,Paid Ads,UK,Active,,
C003603,D2C,2024-02-28,SEO,US,At Risk,,
C003604,D2C,2023-07-20,SEO,US,At Risk,,
C003605,D2C,2022-06-21,Organic Social,UK,Active,,
C003606,D2C,2024-04-03,SEO,US,Active,,
C003607,D2C,2023-11-22,Email,DE,Active,,
C003608,D2C,2022-02-22,Sales,US,Churned,,
C003609,D2C,2023-01-29,Referral,UK,Active,,
C003610,D2C,2022-10-16,Email,UK,Active,,
C003611,D2C,2023-08-27,,UK,Churned,,
C003612,D2C,2023-10-23,Paid Ads,US,At Risk,,
C003613,D2C,2022-03-05,Organic Social,US,Churned,,
C003614,D2C,2022-12-10,Referral,UK,At Risk,,
C003615,D2C,2023-06-16,SEO,US,At Risk,,
C003616,D2C,2023-06-10,,US,Active,,
C003617,D2C,2022-02-25,Organic Social,CA,Churned,,
C003618,D2C,2022-05-22,Organic Social,US,Churned,,
C003619,D2C,2022-06-13,SEO,US,Churned,,
C003620,D2C,2023-05-18,Paid Ads,CA,Active,,
C003621,D2C,2024-08-28,Paid Ads,CA,At Risk,,
C003622,D2C,2024-07-11,Organic Social,DE,Churned,,
C003623,D2C,2023-10-25,Paid Ads,AU,Churned,,
C003624,D2C,2022-07-04,Organic Social,US,Churned,,
C003625,D2C,2022-02-02,SEO,CA,Churned,,
C003626,D2C,2022-01-13,Email,CA,Churned,,
C003627,D2C,2024-06-17,Email,US,Churned,,
C003628,D2C,2022-06-12,Paid Ads,US,Active,,
C003629,D2C,2022-12-05,Paid Ads,CA,Active,,
C003630,D2C,2022-11-15,Sales,UK,Churned,,
C003631,D2C,2022-08-26,Paid Ads,US,Active,,
C003632,D2C,2022-02-18,Organic Social,US,Churned,,
C003633,D2C,2023-11-24,Paid Ads,US,Churned,,
C003634,D2C,2023-10-01,Organic Social,US,Churned,,
C003635,D2C,2022-07-23,Paid Ads,US,Active,,
C003636,D2C,2023-05-17,Organic Social,UK,Churned,,
C003637,D2C,2022-11-25,Organic Social,US,Churned,,
C003638,D2C,2022-06-19,Organic Social,CA,Active,,
C003639,D2C,2023-11-14,Email,CA,Churned,,
C003640,D2C,2022-06-19,Paid Ads,DE,Churned,,
C003641,D2C,2023-01-19,Referral,CA,Churned,,
C003642,D2C,2023-05-27,Paid Ads,CA,At Risk,,
C003643,D2C,2023-02-13,Email,UK,Active,,
C003644,D2C,2023-01-31,Organic Social,AU,At Risk,,
C003645,D2C,2023-06-17,Paid Ads,US,Active,,
C003646,D2C,2022-11-29,Email,US,Churned,,
C003647,D2C,2022-05-23,Paid Ads,US,Churned,,
C003648,D2C,2023-09-09,SEO,US,At Risk,,
C003649,D2C,2022-02-08,Referral,US,Churned,,
C003650,D2C,2024-01-31,Organic Social,UK,Churned,,
C003651,D2C,2024-11-13,Referral,US,Active,,
C003652,D2C,2022-12-01,Organic Social,DE,Active,,
C003653,D2C,2023-10-27,Organic Social,US,Active,,
C003654,D2C,2022-03-10,Paid Ads,UK,Churned,,
C003655,D2C,2024-03-21,Paid Ads,CA,Churned,,
C003656,D2C,2023-06-29,Organic Social,AU,Churned,,
C003657,D2C,2023-03-01,Email,UK,Active,,
C003658,D2C,2024-04-16,Email,US,Churned,,
C003659,D2C,2023-08-05,Email,CA,Active,,
C003660,D2C,2023-11-29,Organic Social,US,Churned,,
C003661,D2C,2023-06-04,Organic Social,CA,At Risk,,
C003662,D2C,2022-05-07,Paid Ads,US,Churned,,
C003663,D2C,2023-02-17,Paid Ads,US,Churned,,
C003664,D2C,2024-06-22,Email,US,Churned,,
C003665,D2C,2022-02-17,Organic Social,UK,Churned,,
C003666,D2C,2024-07-09,Paid Ads,US,At Risk,,
C003667,D2C,2023-04-16,Referral,CA,Churned,,
C003668,D2C,2022-04-17,Email,UK,Active,,
C003669,D2C,2024-08-20,Email,UK,Active,,
C003670,D2C,2024-02-26,Referral,US,Active,,
C003671,D2C,2023-06-26,Sales,US,Active,,
C003672,D2C,2022-02-24,Paid Ads,US,At Risk,,
C003673,D2C,2022-12-10,Organic Social,DE,Active,,
C003674,D2C,2023-02-23,Organic Social,US,At Risk,,
C003675,D2C,2024-07-23,Organic Social,US,Active,,
C003676,D2C,2024-11-01,Email,US,Churned,,
C003677,D2C,2024-11-04,Paid Ads,AU,Active,,
C003678,D2C,2023-03-27,SEO,CA,Churned,,
C003679,D2C,2022-05-24,Paid Ads,US,Active,,
C003680,D2C,2023-01-13,Organic Social,CA,At Risk,,
C003681,D2C,2023-12-14,Paid Ads,UK,Churned,,
C003682,D2C,2022-08-10,Email,US,Active,,
C003683,D2C,2023-12-06,Sales,US,Churned,,
C003684,D2C,2024-06-28,Paid Ads,US,Churned,,
C003685,D2C,2023-09-13,Paid Ads,US,Churned,,
C003686,D2C,2023-02-13,Paid Ads,US,Churned,,
C003687,D2C,2023-09-01,Email,AU,Churned,,
C003688,D2C,2024-09-09,Organic Social,US,Active,,
C003689,D2C,2024-08-13,Email,US,Active,,
C003690,D2C,2024-09-30,Paid Ads,CA,Churned,,
C003691,D2C,2023-05-26,Paid Ads,UK,Churned,,
C003692,D2C,2023-06-03,Paid Ads,DE,Churned,,
C003693,D2C,2022-05-14,Email,DE,Churned,,
C003694,D2C,2022-01-31,SEO,UK,Active,,
C003695,D2C,2023-09-04,Organic Social,CA,Churned,,
C003696,D2C,2023-03-19,Paid Ads,CA,Churned,,
C003697,D2C,2024-10-10,Sales,CA,Active,,
C003698,D2C,2024-05-13,Paid Ads,CA,At Risk,,
C003699,D2C,2024-11-07,Email,US,Active,,
C003700,D2C,2023-04-11,Paid Ads,US,Churned,,
C003701,D2C,2022-04-10,Email,US,Churned,,
C003702,D2C,2023-03-06,Paid Ads,US,Active,,
C003703,D2C,2022-03-08,Organic Social,US,Active,,
C003704,D2C,2024-05-10,Paid Ads,US,Churned,,
C003705,D2C,2022-08-21,Referral,US,Churned,,
C003706,D2C,2023-10-14,Email,US,Active,,
C003707,D2C,2023-02-04,Referral,US,Churned,,
C003708,D2C,2024-07-02,Referral,US,Churned,,
C003709,D2C,2022-12-22,Referral,US,Active,,
C003710,D2C,2024-04-09,Paid Ads,UK,At Risk,,
C003711,D2C,2024-08-26,Paid Ads,US,Active,,
C003712,D2C,2022-09-26,Organic Social,CA,Active,,
C003713,D2C,2022-11-08,Paid Ads,US,Churned,,
C003714,D2C,2023-05-03,Email,US,Churned,,
C003715,D2C,2022-01-09,Organic Social,US,Active,,
C003716,D2C,2022-04-11,Email,CA,Active,,
C003717,D2C,2024-02-09,SEO,US,Active,,
C003718,D2C,2022-04-08,Paid Ads,US,Active,,
C003719,D2C,2024-10-02,Referral,US,Active,,
C003720,D2C,2023-12-16,Organic Social,US,Churned,,
C003721,D2C,2022-02-26,Email,US,Churned,,
C003722,D2C,2023-11-30,Referral,US,Active,,
C003723,D2C,2024-03-01,Paid Ads,US,Active,,
C003724,D2C,2023-04-05,Email,AU,Active,,
C003725,D2C,2022-12-14,Paid Ads,CA,Churned,,
C003726,D2C,2022-01-30,Paid Ads,US,Churned,,
C003727,D2C,2023-08-26,Sales,US,Active,,
C003728,D2C,2024-02-27,Paid Ads,US,Active,,
C003729,D2C,2022-09-04,Paid Ads,UK,At Risk,,
C003730,D2C,2023-11-28,Email,UK,Active,,
C003731,D2C,2024-03-17,Organic Social,US,Active,,
C003732,D2C,2022-07-05,Organic Social,DE,Active,,
C003733,D2C,2024-02-19,SEO,US,Active,,
C003734,D2C,2022-11-20,Paid Ads,CA,Churned,,
C003735,D2C,2022-01-06,Organic Social,US,Active,,
C003736,D2C,2024-02-16,Organic Social,US,Active,,
C003737,D2C,2023-10-28,Paid Ads,UK,Churned,,
C003738,D2C,2022-07-08,Paid Ads,US,Churned,,
C003739,D2C,2022-07-08,SEO,US,Active,,
C003740,D2C,2022-10-12,Organic Social,US,Churned,,
C003741,D2C,2023-06-28,Organic Social,US,Churned,,
C003742,D2C,2023-01-29,SEO,UK,Active,,
C003743,D2C,2024-04-07,SEO,US,At Risk,,
C003744,D2C,2022-12-26,Email,UK,Churned,,
C003745,D2C,2024-07-26,SEO,CA,Active,,
C003746,D2C,2024-08-27,Organic Social,AU,Churned,,
C003747,D2C,2023-05-21,Organic Social,UK,Active,,
C003748,D2C,2024-03-03,Paid Ads,US,Active,,
C003749,D2C,2023-08-07,Organic Social,UK,Churned,,
C003750,D2C,2023-02-23,Paid Ads,US,Churned,,
C003751,D2C,2024-03-11,Referral,US,Churned,,
C003752,D2C,2023-12-18,Paid Ads,AU,Active,,
C003753,D2C,2023-05-07,Paid Ads,CA,Active,,
C003754,D2C,2023-05-17,SEO,US,Active,,
C003755,D2C,2023-03-27,Email,CA,Churned,,
C003756,D2C,2024-02-18,Paid Ads,DE,Active,,
C003757,D2C,2022-07-29,Referral,US,Churned,,
C003758,D2C,2024-06-10,Sales,UK,Churned,,
C003759,D2C,2023-01-02,SEO,US,Churned,,
C003760,D2C,,Email,AU,Churned,,
C003761,D2C,2023-09-02,Email,DE,Churned,,
C003762,D2C,2024-01-18,Paid Ads,US,Active,,
C003763,D2C,2023-12-17,SEO,US,Active,,
C003764,D2C,2022-02-04,Paid Ads,US,At Risk,,
C003765,D2C,2023-03-04,Email,US,Churned,,
C003766,D2C,2022-03-28,Paid Ads,US,Active,,
C003767,D2C,2024-06-05,Paid Ads,UK,Churned,,
C003768,D2C,2022-02-18,Referral,US,Churned,,
C003769,D2C,2024-07-09,Paid Ads,US,Active,,
C003770,D2C,2022-04-21,Paid Ads,UK,Active,,
C003771,D2C,2024-04-01,Organic Social,AU,Active,,
C003772,D2C,2022-06-10,SEO,AU,Churned,,
C003773,D2C,2023-08-03,SEO,AU,Active,,
C003774,D2C,2022-06-03,Referral,US,At Risk,,
C003775,D2C,2022-11-18,Paid Ads,US,Active,,
C003776,D2C,2022-03-07,Sales,US,Churned,,
C003777,D2C,2022-04-17,Organic Social,US,At Risk,,
C003778,D2C,2024-01-17,Organic Social,US,Active,,
C003779,D2C,2023-09-13,SEO,US,Active,,
C003780,D2C,2023-12-13,Sales,UK,Active,,
C003781,D2C,2022-04-08,Organic Social,AU,Active,,
C003782,D2C,2023-05-31,Referral,UK,Churned,,
C003783,D2C,2023-06-27,Paid Ads,US,Churned,,
C003784,D2C,2024-04-19,SEO,US,Active,,
C003785,D2C,2024-11-14,Email,US,Active,,
C003786,D2C,2023-01-06,Paid Ads,US,Churned,,
C003787,D2C,2022-02-24,Organic Social,UK,Churned,,
C003788,D2C,2022-09-27,Paid Ads,US,Active,,
C003789,D2C,2022-11-28,Paid Ads,US,Active,,
C003790,D2C,2024-09-21,Organic Social,CA,Active,,
C003791,D2C,2024-08-26,Email,UK,Active,,
C003792,D2C,2024-11-09,Paid Ads,DE,Active,,
C003793,D2C,2023-04-26,SEO,US,At Risk,,
C003794,D2C,2024-08-01,Paid Ads,UK,Churned,,
C003795,D2C,2023-03-07,Organic Social,US,Churned,,
C003796,D2C,2023-05-22,Paid Ads,AU,Churned,,
C003797,D2C,2024-06-11,Referral,UK,Active,,
C003798,D2C,2022-07-11,Referral,US,Active,,
C003799,D2C,2022-01-04,Referral,US,Churned,,
C003800,D2C,2024-11-17,Paid Ads,US,Churned,,
C003801,D2C,2022-06-29,Paid Ads,US,Churned,,
C003802,D2C,2022-09-02,Paid Ads,UK,Churned,,
C003803,D2C,2023-05-17,Organic Social,US,Churned,,
C003804,D2C,2022-02-03,Paid Ads,CA,Active,,
C003805,D2C,2022-05-04,Referral,CA,Active,,
C003806,D2C,2022-02-01,Referral,US,Churned,,
C003807,D2C,2024-09-14,,UK,Active,,
C003808,D2C,2024-09-15,Email,AU,Active,,
C003809,D2C,2024-11-09,Organic Social,US,Active,,
C003810,D2C,2024-06-24,Organic Social,UK,Active,,
C003811,D2C,2022-12-17,Email,AU,Active,,
C003812,D2C,2024-03-20,Email,US,Active,,
C003813,D2C,2022-11-03,Paid Ads,US,Churned,,
C003814,D2C,2023-08-15,Paid Ads,US,Churned,,
C003815,D2C,2023-08-19,Paid Ads,DE,Churned,,
C003816,D2C,2022-05-03,Paid Ads,UK,Active,,
C003817,D2C,2022-09-24,Paid Ads,CA,At Risk,,
C003818,D2C,2024-05-16,SEO,AU,Active,,
C003819,D2C,2022-11-22,Organic Social,US,Churned,,
C003820,D2C,2024-06-06,Organic Social,UK,Churned,,
C003821,D2C,2022-06-13,Organic Social,US,Churned,,
C003822,D2C,2022-12-19,Paid Ads,CA,Churned,,
C003823,D2C,2022-03-30,Organic Social,US,Active,,
C003824,D2C,2022-03-15,Email,US,Churned,,
C003825,D2C,2022-10-26,Organic Social,UK,Churned,,
C003826,D2C,2022-11-11,Referral,US,Active,,
C003827,D2C,2024-07-21,Paid Ads,US,Active,,
C003828,D2C,2022-07-05,Paid Ads,US,Active,,
C003829,D2C,2022-11-24,Organic Social,AU,Churned,,
C003830,D2C,2023-07-23,Paid Ads,DE,Active,,
C003831,D2C,2024-06-06,Organic Social,US,Active,,
C003832,D2C,2022-09-12,Paid Ads,US,Churned,,
C003833,D2C,2022-11-06,Paid Ads,US,Active,,
C003834,D2C,2022-05-29,Paid Ads,US,Active,,
C003835,D2C,2023-02-22,Email,UK,At Risk,,
C003836,D2C,2022-11-11,Paid Ads,US,Active,,
C003837,D2C,2023-07-31,SEO,US,Churned,,
C003838,D2C,,Organic Social,DE,Churned,,
C003839,D2C,2022-05-15,Paid Ads,US,Active,,
C003840,D2C,,Referral,CA,Active,,
C003841,D2C,2023-03-21,Paid Ads,UK,Churned,,
C003842,D2C,,Organic Social,UK,Churned,,
C003843,D2C,2022-07-15,Organic Social,US,Churned,,
C003844,D2C,2023-02-05,Paid Ads,US,Churned,,
C003845,D2C,2024-10-28,Referral,UK,Active,,
C003846,D2C,2022-08-30,Referral,CA,Active,,
